Tilasto;Taulukko;TekninenNimi;Nimi;Nimi ruotsiksi;Nimi englanniksi;Kuvaus;Kuvaus ruotsiksi;Kuvaus englanniksi;Yksikk”;J„rjestysnumero;Desimaalien esitystarkkuus;Desimaalien tallennustarkkuus;L„hde;L„hde ruotsiksi;L„hde englanniksi;P„ivitysp„iv„m„„r„
tilastot_ktutk;14qu;kulu_kt_hk_2_1;MOD;Konsumtionsenhetens konsumtionsutgifter per †r i l”pande priser, euro;Consumption expenditure per consumption unit at current prices per year, EUR;;;;euroa;3;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:24:08
tilastot_ktutk;14qu;kulu_kt_hk_2_2;MOD;Konsumtionsenhetens konsumtionsutgifter per †r i 2022 †rs priser, euro;Consumption expenditure per consumption unit at 2022 prices per year, EUR;;;;euroa;4;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:24:08
tilastot_ktutk;14qu;kulukk_kt_hk_1_1;MOD;Hush†llets konsumtionsutgifter per m†nad i l”pande priser, euro;Household's consumption expenditure at current prices per month, EUR;;;;euroa;5;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:24:08
tilastot_ktutk;14qu;kulukk_kt_hk_1_2;MOD;Hush†llets konsumtionsutgifter per m†nad i 2022 †rs priser, euro;Household's consumption expenditure at 2022 prices per month, EUR;;;;euroa;6;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:24:08
tilastot_ktutk;14qu;kulukk_kt_hk_2_1;MOD;Konsumtionsenhetens konsumtionsutgifter per m†nad i l”pande priser, euro;Consumption expenditure per consumption unit at current prices per month, EUR;;;;euroa;7;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:24:08
tilastot_ktutk;14qu;kulukk_kt_hk_2_2;MOD;Konsumtionsenhetens konsumtionsutgifter per m†nad i 2022 †rs priser, euro;Consumption expenditure per consumption unit at 2022 prices per month, EUR;;;;euroa;8;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:24:08
tilastot_ktutk;14qu;kulu_pro_kt_hk_1_1;MOD;Konsumtionsutgiftsklassens andel av hush†llets konsumtionsutgifter i l”pande priser, %;Share of consumption expenditure category in household?s consumption expenditure at current prices, %;;;;prosentti;9;1;1; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:24:08
tilastot_ktutk;14qu;kulu_pro_kt_hk_2_1;MOD;Konsumtionsutgiftsklassens andel av konsumtionsenhetens konsumtionsutgifter i l”pande priser, %;Share of consumption expenditure category in consumption unit?s consumption expenditure at current prices, %;;;;prosentti;10;1;1; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:24:08
tilastot_ktutk;14qa;oklkm_sum;MOD;Hush†ll i urvalet;Households in sample;;;;;1;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:27
tilastot_ktutk;14qa;pklkm_sum;MOD;Hush†ll i populationen;Households in population;;;;;2;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:27
tilastot_ktutk;14qa;jlkm_mean;MOD;Hush†llets medelstorlek;Average size of household;;;;;3;2;2; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:27
tilastot_ktutk;14qa;oecdmod_mean;MOD;Konsumtionsenheter i medeltal i hush†llet (oecdmod);Average number of consumption units per household (oecdmod);;;;;4;2;2; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:27
tilastot_ktutk;14qa;Kaytetmk_1_mean;MOD;Disponibel inkomst per hush†ll, i nominella euro;Disposable income per household, in nominal euros;;;;euroa;5;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:27
tilastot_ktutk;14qa;Kaytetmk_2_mean;MOD;Disponibel inkomst per hush†ll, i 2022 †rs euro;Disposable income per household, in 2022 euros;;;;euroa;6;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:27
tilastot_ktutk;14ph;kulu_kt_hk_1_1;MOD;Hush†llets konsumtionsutgifter per †r i l”pande priser, euro;Household's consumption expenditure at current prices per year, EUR;;;;euroa;1;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:16
tilastot_ktutk;14ph;kulu_kt_hk_1_2;MOD;Hush†llets konsumtionsutgifter per †r i 2022 †rs priser, euro;Household's consumption expenditure at 2022 prices per year, EUR;;;;euroa;2;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:16
tilastot_ktutk;14ph;kulu_kt_hk_2_1;MOD;Konsumtionsenhetens konsumtionsutgifter per †r i l”pande priser, euro;Consumption expenditure per consumption unit at current prices per year, EUR;;;;euroa;3;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:16
tilastot_ktutk;14ph;kulu_kt_hk_2_2;MOD;Konsumtionsenhetens konsumtionsutgifter per †r i 2022 †rs priser, euro;Consumption expenditure per consumption unit at 2022 prices per year, EUR;;;;euroa;4;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:16
tilastot_ktutk;14ph;kulukk_kt_hk_1_1;MOD;Hush†llets konsumtionsutgifter per m†nad i l”pande priser, euro;Household's consumption expenditure at current prices per month, EUR;;;;euroa;5;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:16
tilastot_ktutk;14ph;kulukk_kt_hk_1_2;MOD;Hush†llets konsumtionsutgifter per m†nad i 2022 †rs priser, euro;Household's consumption expenditure at 2022 prices per month, EUR;;;;euroa;6;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:16
tilastot_ktutk;14ph;kulukk_kt_hk_2_1;MOD;Konsumtionsenhetens konsumtionsutgifter per m†nad i l”pande priser, euro;Consumption expenditure per consumption unit at current prices per month, EUR;;;;euroa;7;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:16
tilastot_ktutk;14ph;kulukk_kt_hk_2_2;MOD;Konsumtionsenhetens konsumtionsutgifter per m†nad i 2022 †rs priser, euro;Consumption expenditure per consumption unit at 2022 prices per month, EUR;;;;euroa;8;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:16
tilastot_ktutk;14ph;kulu_pro_kt_hk_1_1;MOD;Konsumtionsutgiftsklassens andel av hush†llets konsumtionsutgifter i l”pande priser, %;Share of consumption expenditure category in household?s consumption expenditure at current prices, %;;;;prosentti;9;1;1; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:16
tilastot_ktutk;14ph;kulu_pro_kt_hk_2_1;MOD;Konsumtionsutgiftsklassens andel av konsumtionsenhetens konsumtionsutgifter i l”pande priser, %;Share of consumption expenditure category in consumption unit?s consumption expenditure at current prices, %;;;;prosentti;10;1;1; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:16
tilastot_ktutk;14lv;oklkm_sum;MOD;Hush†ll i urvalet;Households in sample;;;;;1;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:21:11
tilastot_ktutk;14lv;pklkm_sum;MOD;Hush†ll i populationen;Households in population;;;;;2;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:21:11
tilastot_ktutk;14lv;jlkm_mean;MOD;Hush†llets medelstorlek;Average size of household;;;;;3;2;2; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:21:11
tilastot_ktutk;14lv;oecdmod_mean;MOD;Konsumtionsenheter i medeltal i hush†llet (oecdmod);Average number of consumption units per household (oecdmod);;;;;4;2;2; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:21:11
tilastot_ktutk;14lv;kaytetmk_1_mean;MOD;Disponibel inkomst per hush†ll, i nominella euro;Disposable income per household, in nominal euros;;;;euroa;5;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:21:11
tilastot_ktutk;14lv;kaytetmk_2_mean;MOD;Disponibel inkomst per hush†ll, i 2022 †rs euro;Disposable income per household, in 2022 euros;;;;euroa;6;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:21:11
tilastot_ktutk;12qn;A01_osuus;Elintarvikeet ja alkoholittomat juomat;Livsmedel och alkoholfria drycker;Food and non-alcoholic beverages;;;;prosentti;1;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption;2024-11-03T16:12:57
tilastot_ktutk;12qn;A02_osuus;Alkoholijuomat ja tupakka;Alkoholdrycker och tobak;Alcoholic beverages and tobacco;;;;prosentti;2;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption;2024-11-03T16:12:57
tilastot_ktutk;12qn;A03_osuus;Vaatteet ja jalkineet;Kl„der och skodon;Clothing and footwear;;;;prosentti;3;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption;2024-11-03T16:12:57
tilastot_ktutk;12qn;A04_osuus;Asuminen ja energia;Bost„der och energi;Housing, water, electricity, gas and other fuels;;;;prosentti;4;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption;2024-11-03T16:12:57
tilastot_ktutk;12qn;A05_osuus;Kodin kalusteet, koneet ja tarvikkeet;Inventarier, hush†llsmaskiner och -utrustning;Furnishings, household equipment and routine maintenance of the house;;;;prosentti;5;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption;2024-11-03T16:12:57
tilastot_ktutk;12qn;A06_osuus;Terveys;H„lsov†rd;Health;;;;prosentti;6;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption;2024-11-03T16:12:57
tilastot_ktutk;12qn;A07_osuus;Liikenne;Transport;Transport;;;;prosentti;7;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption;2024-11-03T16:12:57
tilastot_ktutk;12qn;A08_osuus;Tietoliikenne;Kommunikation;Communication;;;;prosentti;8;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption;2024-11-03T16:12:57
tilastot_ktutk;12qn;A09_osuus;Kulttuuri ja vapaa-aika;Rekreation och kultur;Recreation and culture;;;;prosentti;9;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption;2024-11-03T16:12:57
tilastot_ktutk;12qn;A10_osuus;Koulutus;Utbildning;Education;;;;prosentti;10;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption;2024-11-03T16:12:57
tilastot_ktutk;12qn;A11_osuus;Hotellit, kahvilat ja ravintolat;Hotell, kaf‚er och restauranger;Hotels, caf‚s and restaurants;;;;prosentti;11;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption;2024-11-03T16:12:57
tilastot_ktutk;12qn;A12_osuus;Muut tavarat ja palvelut;Diverse varor och tj„nster;Miscellaneous goods and services;;;;prosentti;12;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption;2024-11-03T16:12:57
tilastot_ktutk;14q7;kulu_kt_hk_1_1;MOD;Hush†llets konsumtionsutgifter per †r i l”pande priser, euro;Household's consumption expenditure at current prices per year, EUR;;;;euroa;1;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:25
tilastot_ktutk;14q7;kulu_kt_hk_1_2;MOD;Hush†llets konsumtionsutgifter per †r i 2022 †rs priser, euro;Household's consumption expenditure at 2022 prices per year, EUR;;;;euroa;2;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:25
tilastot_ktutk;14q7;kulu_kt_hk_2_1;MOD;Konsumtionsenhetens konsumtionsutgifter per †r i l”pande priser, euro;Consumption expenditure per consumption unit at current prices per year, EUR;;;;euroa;3;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:25
tilastot_ktutk;14q7;kulu_kt_hk_2_2;MOD;Konsumtionsenhetens konsumtionsutgifter per †r i 2022 †rs priser, euro;Consumption expenditure per consumption unit at 2022 prices per year, EUR;;;;euroa;4;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:25
tilastot_ktutk;14q7;kulukk_kt_hk_1_1;MOD;Hush†llets konsumtionsutgifter per m†nad i l”pande priser, euro;Household's consumption expenditure at current prices per month, EUR;;;;euroa;5;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:25
tilastot_ktutk;14q7;kulukk_kt_hk_1_2;MOD;Hush†llets konsumtionsutgifter per m†nad i 2022 †rs priser, euro;Household's consumption expenditure at 2022 prices per month, EUR;;;;euroa;6;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:25
tilastot_ktutk;14q7;kulukk_kt_hk_2_1;MOD;Konsumtionsenhetens konsumtionsutgifter per m†nad i l”pande priser, euro;Consumption expenditure per consumption unit at current prices per month, EUR;;;;euroa;7;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:25
tilastot_ktutk;14q7;kulukk_kt_hk_2_2;MOD;Konsumtionsenhetens konsumtionsutgifter per m†nad i 2022 †rs priser, euro;Consumption expenditure per consumption unit at 2022 prices per month, EUR;;;;euroa;8;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:25
tilastot_ktutk;14q7;kulu_pro_kt_hk_1_1;MOD;Konsumtionsutgiftsklassens andel av hush†llets konsumtionsutgifter i l”pande priser, %;Share of consumption expenditure category in household?s consumption expenditure at current prices, %;;;;prosentti;9;1;1; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:25
tilastot_ktutk;14q7;kulu_pro_kt_hk_2_1;MOD;Konsumtionsutgiftsklassens andel av konsumtionsenhetens konsumtionsutgifter i l”pande priser, %;Share of consumption expenditure category in consumption unit?s consumption expenditure at current prices, %;;;;prosentti;10;1;1; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:25
tilastot_ktutk;14q8;kulu_kt_hk_1_1;MOD;Hush†llets konsumtionsutgifter per †r i l”pande priser, euro;Household's consumption expenditure at current prices per year, EUR;;;;euroa;1;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:25
tilastot_ktutk;14q8;kulu_kt_hk_1_2;MOD;Hush†llets konsumtionsutgifter per †r i 2022 †rs priser, euro;Household's consumption expenditure at 2022 prices per year, EUR;;;;euroa;2;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:25
tilastot_ktutk;14q8;kulu_kt_hk_2_1;MOD;Konsumtionsenhetens konsumtionsutgifter per †r i l”pande priser, euro;Consumption expenditure per consumption unit at current prices per year, EUR;;;;euroa;3;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:25
tilastot_ktutk;14q8;kulu_kt_hk_2_2;MOD;Konsumtionsenhetens konsumtionsutgifter per †r i 2022 †rs priser, euro;Consumption expenditure per consumption unit at 2022 prices per year, EUR;;;;euroa;4;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:25
tilastot_ktutk;14q8;kulukk_kt_hk_1_1;MOD;Hush†llets konsumtionsutgifter per m†nad i l”pande priser, euro;Household's consumption expenditure at current prices per month, EUR;;;;euroa;5;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:25
tilastot_ktutk;14q8;kulukk_kt_hk_1_2;MOD;Hush†llets konsumtionsutgifter per m†nad i 2022 †rs priser, euro;Household's consumption expenditure at 2022 prices per month, EUR;;;;euroa;6;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:25
tilastot_ktutk;14q8;kulukk_kt_hk_2_1;MOD;Konsumtionsenhetens konsumtionsutgifter per m†nad i l”pande priser, euro;Consumption expenditure per consumption unit at current prices per month, EUR;;;;euroa;7;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:25
tilastot_ktutk;14q8;kulukk_kt_hk_2_2;MOD;Konsumtionsenhetens konsumtionsutgifter per m†nad i 2022 †rs priser, euro;Consumption expenditure per consumption unit at 2022 prices per month, EUR;;;;euroa;8;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:25
tilastot_ktutk;14q8;kulu_pro_kt_hk_1_1;MOD;Konsumtionsutgiftsklassens andel av hush†llets konsumtionsutgifter i l”pande priser, %;Share of consumption expenditure category in household?s consumption expenditure at current prices, %;;;;prosentti;9;1;1; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:25
tilastot_ktutk;14q8;kulu_pro_kt_hk_2_1;MOD;Konsumtionsutgiftsklassens andel av konsumtionsenhetens konsumtionsutgifter i l”pande priser, %;Share of consumption expenditure category in consumption unit?s consumption expenditure at current prices, %;;;;prosentti;10;1;1; kotitalouksien kulutus; hush†llens konsumtion;households' consumption ;2024-11-03T17:22:25
tilastot_ktutk;12qj;A01;Elintarvikeet ja alkoholittomat juomat;Livsmedel och alkoholfria drycker;Food and non-alcoholic beverages;;;;euroa;1;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption;2024-11-03T16:12:54
tilastot_ktutk;12qj;A02;Alkoholijuomat ja tupakka;Alkoholdrycker och tobak;Alcoholic beverages and tobacco;;;;;2;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption;2024-11-03T16:12:54
tilastot_ktutk;12qj;A03;Vaatteet ja jalkineet;Kl„der och skodon;Clothing and footwear;;;;;3;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption;2024-11-03T16:12:54
tilastot_ktutk;12qj;A04;Asuminen ja energia;Bost„der och energi;Housing, water, electricity, gas and other fuels;;;;;4;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption;2024-11-03T16:12:54
tilastot_ktutk;12qj;A05;Kodin kalusteet, koneet ja tarvikkeet;Inventarier, hush†llsmaskiner och -utrustning;Furnishings, household equipment and routine maintenance of the house;;;;;5;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption;2024-11-03T16:12:54
tilastot_ktutk;12qj;A06;Terveys;H„lsov†rd;Health;;;;;6;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption;2024-11-03T16:12:54
tilastot_ktutk;12qj;A07;Liikenne;Transport;Transport;;;;;7;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption;2024-11-03T16:12:54
tilastot_ktutk;12qj;A08;Tietoliikenne;Kommunikation;Communication;;;;euroa;8;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption;2024-11-03T16:12:54
tilastot_ktutk;12qj;A09;Kulttuuri ja vapaa-aika;Rekreation och kultur;Recreation and culture;;;;euroa;9;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption;2024-11-03T16:12:54
tilastot_ktutk;12qj;A10;Koulutus;Utbildning;Education;;;;;10;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption;2024-11-03T16:12:54
tilastot_ktutk;12qj;A11;Hotellit, kahvilat ja ravintolat;Hotell, kaf‚er och restauranger;Hotels, caf‚s and restaurants;;;;euroa;11;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption;2024-11-03T16:12:54
tilastot_ktutk;12qj;A12;Muut tavarat ja palvelut;Diverse varor och tj„nster;Miscellaneous goods and services;;;;euroa;12;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption;2024-11-03T16:12:54
tilastot_ktutk;12qj;A01_12;Kulutusmenot yhteens„;Konsumtionsutgifter totalt;Total consumption expenditure;;;;euroa;13;0;0; kotitalouksien kulutus; hush†llens konsumtion;households' consumption;2024-11-03T16:12:54
